timestamp,inventory_path,document_name,url_used,local_path,status,bytes,sha256,notes
2025-11-28T00:10:52.344604,3. EUROPEAN UNION / 3.1 EU Directives,Transparent Working Conditions - Worker rights baseline,,raw/eu/transparent-working-conditions-worker-rights-baseline,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232019L1152%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:52.693763,3. EUROPEAN UNION / 3.1 EU Directives,Platform Workers Directive - Gig economy status,,raw/eu/platform-workers-directive-gig-economy-status,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232024L2831%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:52.956371,3. EUROPEAN UNION / 3.1 EU Directives,Copyright Directive - IP ownership,,raw/eu/copyright-directive-ip-ownership,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232019L0790%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:53.221206,3. EUROPEAN UNION / 3.1 EU Directives,Trade Secrets Directive - Confidentiality,,raw/eu/trade-secrets-directive-confidentiality,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232016L0943%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:53.514244,3. EUROPEAN UNION / 3.1 EU Directives,GDPR - Data processing,,raw/eu/gdpr-data-processing,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232016R0679%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:53.749862,3. EUROPEAN UNION / 3.1 EU Directives,Rental/Lending Rights - IP licensing,,raw/eu/rental-lending-rights-ip-licensing,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232006L0115%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:54.027001,3. EUROPEAN UNION / 3.1 EU Directives,OSH Framework - Health & safety,,raw/eu/osh-framework-health-safety,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2231989L0391%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:54.289999,3. EUROPEAN UNION / 3.2 EU Regulations,Digital Services Act - Platform obligations,,raw/eu/digital-services-act-platform-obligations,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232022R2065%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:54.557606,3. EUROPEAN UNION / 3.2 EU Regulations,EU AI Act - AI training rights,,raw/eu/eu-ai-act-ai-training-rights,error,0,,SPARQL error: 404 Client Error: Not Found for url: https://eur-lex.europa.eu/sparql?format=json&query=%0APREFIX+cdm%3A+%3Chttp%3A%2F%2Fpublications.europa.eu%2Fontology%2Fcdm%23%3E%0ASELECT+%3Fwork+%3Fpdf+WHERE+%7B%0A++%3Fwork+cdm%3Aresource_legal_id_celex+%2232024R1689%22+.%0A++OPTIONAL+%7B+%3Fexpression+cdm%3Aexpression_belongs_to_work+%3Fwork+.%0A+++++++++++++%3Fmanifestation+cdm%3Amanifestation_manifests_expression+%3Fexpression+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_file_type+%27pdf%27+.%0A+++++++++++++%3Fpdf+cdm%3Amanifestation_access_url+%3Fpdf+%7D%0A%7D%0A
2025-11-28T00:10:54.817494,4. GERMANY / 4.1 Bürgerliches Gesetzbuch (BGB - Civil Code),§611 et seq. - Service Contract (Dienstvertrag),https://www.gesetze-im-internet.de/englisch_bgb/,raw/germany/ss611-et-seq-service-contract-dienstvertrag,success,498837,c15aee9c1a2e98de7f3869bd4ada610dbe1a9f5e04c7879cb48a560df27a1ec3,
2025-11-28T00:10:55.104132,4. GERMANY / 4.1 Bürgerliches Gesetzbuch (BGB - Civil Code),§631 et seq. - Work Contract (Werkvertrag),https://www.gesetze-im-internet.de/englisch_bgb/,raw/germany/ss631-et-seq-work-contract-werkvertrag,success,498837,c15aee9c1a2e98de7f3869bd4ada610dbe1a9f5e04c7879cb48a560df27a1ec3,
2025-11-28T00:10:55.369606,4. GERMANY / 4.1 Bürgerliches Gesetzbuch (BGB - Civil Code),§611a - Employee vs Self-Employed,https://www.gesetze-im-internet.de/englisch_bgb/,raw/germany/ss611a-employee-vs-self-employed,success,498837,c15aee9c1a2e98de7f3869bd4ada610dbe1a9f5e04c7879cb48a560df27a1ec3,
2025-11-28T00:10:55.626430,4. GERMANY / 4.1 Bürgerliches Gesetzbuch (BGB - Civil Code),§705 et seq. - Partnership (GbR),https://www.gesetze-im-internet.de/englisch_bgb/,raw/germany/ss705-et-seq-partnership-gbr,success,498837,c15aee9c1a2e98de7f3869bd4ada610dbe1a9f5e04c7879cb48a560df27a1ec3,
2025-11-28T00:10:55.984298,4. GERMANY / 4.1 Bürgerliches Gesetzbuch (BGB - Civil Code),§14 - Entrepreneur Definition,https://www.gesetze-im-internet.de/englisch_bgb/,raw/germany/ss14-entrepreneur-definition,success,498837,c15aee9c1a2e98de7f3869bd4ada610dbe1a9f5e04c7879cb48a560df27a1ec3,
2025-11-28T00:10:56.109657,4. GERMANY / 4.2 Other German Law,UWG (Unfair Competition) - Business practices,https://www.gesetze-im-internet.de/englisch_uwg/,raw/germany/uwg-unfair-competition-business-practices,success,13442,00b1d8693206228c3acbd0eadc421006530f2446ab4a3b7b7e4db1be97e58910,
2025-11-28T00:10:56.109901,4. GERMANY / 4.2 Other German Law,SGB IV §7 - Social security classification,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
2025-11-28T00:10:56.269960,5. FRANCE / 5.1 Code du Travail (Labor Code),"L1221-6, L1221-19 - Recruitment, trial periods",https://www.legifrance.gouv.fr/codes/,raw/france/l1221-6-l1221-19-recruitment-trial-periods,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.legifrance.gouv.fr/codes/
2025-11-28T00:10:56.390185,5. FRANCE / 5.1 Code du Travail (Labor Code),"L1222-1, L1222-9 - Good faith, remote work",https://www.legifrance.gouv.fr/codes/,raw/france/l1222-1-l1222-9-good-faith-remote-work,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.legifrance.gouv.fr/codes/
2025-11-28T00:10:56.469488,5. FRANCE / 5.2 Code de la Propriété Intellectuelle,L.111-1 - Copyright ownership default,https://www.legifrance.gouv.fr/,raw/france/l-111-1-copyright-ownership-default,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.legifrance.gouv.fr/
2025-11-28T00:10:56.538601,5. FRANCE / 5.2 Code de la Propriété Intellectuelle,"D132-28, D132-29 - Freelance photographer rates",https://www.legifrance.gouv.fr/,raw/france/d132-28-d132-29-freelance-photographer-rates,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.legifrance.gouv.fr/
2025-11-28T00:10:56.538747,5. FRANCE / 5.2 Code de la Propriété Intellectuelle,Part 2 - Industrial property,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
2025-11-28T00:10:57.142135,6. CANADA / 6.1 Federal Legislation,Copyright Act,https://laws-lois.justice.gc.ca/eng/acts/C-42/,raw/canada/copyright-act,success,38443,2af1030a0f868c3a4b50ebf98ea40d7b4ea1e0224643f311f2871d497407bc0b,
2025-11-28T00:10:57.812938,6. CANADA / 6.1 Federal Legislation,Competition Act,https://laws.justice.gc.ca/eng/acts/C-34/,raw/canada/competition-act,success,27175,1efb1cbc3922655de2fa1dcdfa2c0c41e84e88ed8b44bd5fff7c2593baa6fff7,
2025-11-28T00:10:58.284001,6. CANADA / 6.1 Federal Legislation,Canada Labour Code,https://www.canlii.org/en/ca/laws/stat/rsc-1985-c-l-2/,raw/canada/canada-labour-code,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.canlii.org/en/ca/laws/stat/rsc-1985-c-l-2/
2025-11-28T00:10:58.933228,6. CANADA / 6.1 Federal Legislation,PIPEDA,https://www.priv.gc.ca/en/privacy-topics/privacy-laws-in-canada/the-personal-information-protection-and-electronic-documents-act-pipeda/,raw/canada/pipeda,success,25833,c99f09543c7857d41738f60c93a4629676b61a336feb235fbd7db31400c00f31,
2025-11-28T00:10:59.398487,6. CANADA / 6.1 Federal Legislation,Employment Insurance Act,https://www.canlii.org/en/ca/laws/stat/sc-1996-c-23/,raw/canada/employment-insurance-act,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.canlii.org/en/ca/laws/stat/sc-1996-c-23/
2025-11-28T00:10:59.879159,6. CANADA / 6.1 Federal Legislation,Employment Equity Act,https://www.canlii.org/en/ca/laws/stat/sc-1995-c-44/,raw/canada/employment-equity-act,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.canlii.org/en/ca/laws/stat/sc-1995-c-44/
2025-11-28T00:11:00.513159,6. CANADA / 6.2 Provincial Legislation,Employment Standards Act,https://www.ontario.ca/laws/statute/00e41,raw/canada/employment-standards-act,success,53141,672384e19be379317c46886265bf504e134989138b4b6fa3a1a303fd3e10fb93,
2025-11-28T00:11:00.513245,6. CANADA / 6.2 Provincial Legislation,Employment Standards Act,,,no_direct_link,0,,No direct URL in inventory; extend downloader to handle by citation or identifier.
2025-11-28T00:11:00.980059,6. CANADA / 6.2 Provincial Legislation,Labour Standards Act,https://www.canlii.org/en/qc/laws/stat/cqlr-c-n-1.1/,raw/canada/labour-standards-act,error,0,,HTTP error: 403 Client Error: Forbidden for url: https://www.canlii.org/en/qc/laws/stat/cqlr-c-n-1.1/
2025-11-28T00:11:31.438752,7. AUSTRALIA / 7.1 Federal Legislation,Fair Work Act 2009,https://www.fairwork.gov.au/about-us/legislation,raw/australia/fair-work-act-2009,error,0,,"Request error: HTTPSConnectionPool(host='www.fairwork.gov.au', port=443): Read timed out. (read timeout=30)"
